Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age Number,Age Unit,Grouped Sex upon Outcome
A682146,Blue Bell,2014-07-27 12:57:00,Jul 2014,2013-06-24,Adoption,Dog,Spayed Female,398,Labrador Retriever Mix,Black/White,1,365.0,Fixed
A700345,*Pango,2015-06-14 18:05:00,Jun 2015,2013-04-12,Adoption,Dog,Neutered Male,793,Rat Terrier Mix,Tricolor,2,365.0,Fixed
A671085,Obi,2014-01-22 17:05:00,Jan 2014,2013-11-18,Adoption,Dog,Neutered Male,65,Belgian Malinois Mix,Brown/Black,2,30.0,Fixed
A759191,Elena,2017-09-29 12:19:00,Sep 2017,2017-03-28,Adoption,Cat,Spayed Female,185,Domestic Shorthair Mix,Blue Cream,6,30.0,Fixed
A598352,Georgia,2019-05-28 16:41:00,May 2019,2010-03-02,Return to Owner,Dog,Spayed Female,3374,Miniature Poodle,White,9,365.0,Fixed
A835742,*Thor,2021-10-06 15:22:00,Oct 2021,2021-04-16,Adoption,Cat,Neutered Male,173,Domestic Shorthair,Cream Tabby,5,30.0,Fixed
A803635,Friday,2019-09-04 11:32:00,Sep 2019,2019-06-03,Return to Owner,Dog,Intact Female,93,Miniature Schnauzer,Black/White,3,30.0,Intact
A692088,Bebe,2015-01-31 15:01:00,Jan 2015,2013-11-14,Transfer,Dog,Spayed Female,443,Plott Hound Mix,Brown Brindle,1,365.0,Fixed
A666529,Princess,2013-11-06 11:38:00,Nov 2013,2013-09-03,Transfer,Dog,Spayed Female,64,Maltese Mix,White/Tan,2,30.0,Fixed
A733645,Goldie,2016-12-09 14:15:00,Dec 2016,2016-08-18,Adoption,Cat,Spayed Female,113,Domestic Shorthair Mix,Torbie,3,30.0,Fixed
A755199,Cookie,2017-08-03 17:19:00,Aug 2017,2017-05-01,Adoption,Dog,Spayed Female,94,Anatol Shepherd Mix,Black/White,3,30.0,Fixed
A759845,Daisy,2018-05-03 16:00:00,May 2018,2017-04-18,Adoption,Dog,Spayed Female,380,Chihuahua Shorthair Mix,Black/Brown,1,365.0,Fixed
A807837,Tracker,2019-11-10 16:30:00,Nov 2019,2016-10-30,Adoption,Dog,Neutered Male,1106,Anatol Shepherd Mix,Tan/White,3,365.0,Fixed
A709304,*Brentley,2015-08-18 17:36:00,Aug 2015,2015-05-28,Adoption,Cat,Neutered Male,82,Domestic Medium Hair Mix,Brown Tabby/White,2,30.0,Fixed
A752505,*Stripes,2017-07-05 14:35:00,Jul 2017,2017-06-08,Transfer,Cat,Intact Male,27,Domestic Shorthair Mix,White/Blue,3,7.0,Intact
A688971,Jack,2014-10-09 17:22:00,Oct 2014,2011-09-27,Return to Owner,Dog,Neutered Male,1108,Labrador Retriever Mix,Black/White,3,365.0,Fixed
A774593,*Manny,2018-06-24 14:22:00,Jun 2018,2018-05-13,Transfer,Cat,Intact Female,42,Domestic Shorthair Mix,Brown Tabby,1,30.0,Intact
A755962,Amelia,2018-01-14 19:14:00,Jan 2018,2017-06-01,Adoption,Dog,Spayed Female,227,Dachshund Mix,Brown Brindle/White,7,30.0,Fixed
A471842,Jim Bob,2014-11-13 13:51:00,Nov 2014,2005-05-17,Return to Owner,Cat,Neutered Male,3467,Domestic Shorthair Mix,Brown Tabby,9,365.0,Fixed
A650619,Tate,2015-06-03 17:55:00,Jun 2015,2007-03-30,Return to Owner,Dog,Neutered Male,2987,German Shepherd/Labrador Retriever,Tricolor,8,365.0,Fixed
A696989,Toby,2015-02-27 13:01:00,Feb 2015,2010-02-16,Return to Owner,Dog,Neutered Male,1837,Labrador Retriever/Pit Bull,Red/Black,5,365.0,Fixed
A801095,*Ozzy,2019-09-27 18:34:00,Sep 2019,2019-05-22,Adoption,Cat,Neutered Male,128,Domestic Medium Hair,Blue Tabby,4,30.0,Fixed
A838536,*Slater,2021-07-23 16:10:00,Jul 2021,2019-07-09,Euthanasia,Dog,Intact Male,745,Siberian Husky Mix,Brown/White,2,365.0,Intact
A765167,Amber,2018-01-15 13:49:00,Jan 2018,2015-01-14,Return to Owner,Cat,Spayed Female,1097,Domestic Medium Hair Mix,Calico,3,365.0,Fixed
A758503,Ruby,2018-07-06 19:11:00,Jul 2018,2017-04-18,Adoption,Dog,Spayed Female,444,Australian Cattle Dog Mix,Red/White,1,365.0,Fixed
A718733,Jack,2017-04-17 16:18:00,Apr 2017,2015-01-15,Transfer,Dog,Neutered Male,823,Border Collie Mix,Black/White,2,365.0,Fixed
A721427,Precious,2018-02-07 10:51:00,Feb 2018,2013-02-26,Return to Owner,Dog,Spayed Female,1807,Papillon,White/Black,4,365.0,Fixed
A829885,Dead - 9,2021-02-25 14:58:00,Feb 2021,2019-02-25,Disposal,Other,Unknown,731,Bat,Brown,2,365.0,Unknown
A686230,Athena,2014-08-20 17:35:00,Aug 2014,2005-08-18,Transfer,Dog,Spayed Female,3289,Weimaraner Mix,Fawn,9,365.0,Fixed
A647710,Mesa,2013-12-01 15:09:00,Dec 2013,2013-02-14,Adoption,Dog,Spayed Female,290,Australian Shepherd/Greyhound,Brown Merle,9,30.0,Fixed
A790027,Ripley,2019-03-04 12:24:00,Mar 2019,2018-12-16,Transfer,Dog,Intact Male,78,Chihuahua Shorthair Mix,Tan,2,30.0,Intact
A785450,Azumi,2019-10-27 16:57:00,Oct 2019,2018-10-03,Adoption,Dog,Spayed Female,389,German Shepherd Mix,Tan/White,1,365.0,Fixed
A757636,130,2017-09-15 14:25:00,Sep 2017,2016-09-04,Transfer,Dog,Intact Male,376,Pit Bull Mix,Brown Brindle,1,365.0,Intact
A704299,Farrah,2015-06-18 18:23:00,Jun 2015,2009-06-03,Transfer,Dog,Spayed Female,2206,Siberian Husky Mix,White/Black,6,365.0,Fixed
A717994,*Wilma,2016-01-05 00:00:00,Jan 2016,2014-12-19,Transfer,Dog,Spayed Female,382,Pit Bull Mix,White/Brown Brindle,1,365.0,Fixed
A830495,306G Green,2021-03-10 15:26:00,Mar 2021,2021-02-23,Transfer,Cat,Intact Female,15,Domestic Shorthair,Brown Tabby/White,2,7.0,Intact
A683085,Dubbs,2014-07-07 13:01:00,Jul 2014,2007-01-07,Return to Owner,Dog,Neutered Male,2738,Basset Hound Mix,Tricolor/White,7,365.0,Fixed
A841401,*Sandwiches,2021-09-21 18:22:00,Sep 2021,2019-11-26,Adoption,Dog,Neutered Male,665,Chinese Sharpei/Pit Bull,Brown/White,1,365.0,Fixed
A836033,*Luciana,2021-07-24 09:14:00,Jul 2021,2021-05-04,Adoption,Cat,Spayed Female,81,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A684150,Gemini,2014-09-15 12:48:00,Sep 2014,2013-07-20,Return to Owner,Dog,Spayed Female,422,Pit Bull Mix,White/Black,1,365.0,Fixed
A687216,Sassy,2014-10-10 18:55:00,Oct 2014,2004-09-02,Adoption,Dog,Spayed Female,3690,Finnish Spitz Mix,Tan/Black,10,365.0,Fixed
A841873,*Pomegranite,2021-09-15 18:17:00,Sep 2021,2020-03-04,Adoption,Dog,Spayed Female,560,Soft Coated Wheaten Terrier,Black,1,365.0,Fixed
A821864,Mello,2020-08-26 13:04:00,Aug 2020,2020-05-28,Adoption,Cat,Neutered Male,90,Domestic Shorthair,White/Gray,2,30.0,Fixed
A817907,Bailey,2021-02-23 12:26:00,Feb 2021,2018-05-28,Adoption,Dog,Spayed Female,1002,Labrador Retriever Mix,Black/White,2,365.0,Fixed
A812913,Ripley,2020-02-04 16:59:00,Feb 2020,2019-08-16,Adoption,Dog,Spayed Female,172,Labrador Retriever/Pit Bull,Brown/White,5,30.0,Fixed
A802409,*Milo,2019-11-08 13:15:00,Nov 2019,2017-08-17,Rto-Adopt,Dog,Neutered Male,813,American Pit Bull Terrier,White/Black,2,365.0,Fixed
A790775,Wally,2019-03-17 11:51:00,Mar 2019,2017-03-16,Return to Owner,Dog,Neutered Male,731,Miniature Poodle Mix,Cream,2,365.0,Fixed
A544109,Tippy,2015-04-25 14:38:00,Apr 2015,2008-02-13,Return to Owner,Dog,Spayed Female,2628,Pit Bull,Brown Brindle/White,7,365.0,Fixed
A236259,Captain,2014-07-09 12:00:00,Jul 2014,2001-07-10,Return to Owner,Dog,Neutered Male,4747,Smooth Fox Terrier Mix,Black/Tricolor,13,365.0,Fixed
A671134,Dynamite,2014-01-25 17:06:00,Jan 2014,2013-08-04,Adoption,Dog,Neutered Male,174,Redbone Hound/Redbone Hound,Red,5,30.0,Fixed
A792007,*Penny,2019-06-19 22:24:00,Jun 2019,2019-04-03,Adoption,Dog,Spayed Female,77,Pit Bull Mix,Black/White,2,30.0,Fixed
A808082,*Ramen,2019-12-23 14:39:00,Dec 2019,2018-11-03,Adoption,Dog,Spayed Female,415,Pit Bull,Blue/White,1,365.0,Fixed
A744971,Tealc,2018-02-18 16:26:00,Feb 2018,2016-09-10,Return to Owner,Dog,Neutered Male,526,Australian Kelpie/Bull Terrier,Black/White,1,365.0,Fixed
A802147,Ziggy,2019-08-18 16:02:00,Aug 2019,2019-03-14,Adoption,Dog,Neutered Male,157,Miniature Pinscher,Black/Tricolor,5,30.0,Fixed
A796609,*Otto,2019-06-13 17:29:00,Jun 2019,2019-01-03,Adoption,Dog,Spayed Female,161,Mastiff Mix,Brown/Black,5,30.0,Fixed
A664658,*Trey,2013-11-02 18:16:00,Nov 2013,2013-08-16,Adoption,Cat,Neutered Male,78,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A689606,*Starla,2014-10-16 12:28:00,Oct 2014,2013-12-06,Transfer,Dog,Spayed Female,314,Pointer Mix,Black/White,10,30.0,Fixed
A762865,Ace,2017-12-16 15:55:00,Dec 2017,2015-11-28,Return to Owner,Dog,Intact Male,749,Pit Bull/Labrador Retriever,Red/White,2,365.0,Intact
A830556,*Cornelia,2021-03-22 13:03:00,Mar 2021,2020-03-11,Adoption,Cat,Spayed Female,376,Domestic Shorthair,White/Black,1,365.0,Fixed
A788262,Fuzzy,2019-02-02 12:46:00,Feb 2019,2018-01-29,Adoption,Dog,Neutered Male,369,Miniature Poodle Mix,Cream/White,1,365.0,Fixed
A715241,Roxie,2015-11-02 18:47:00,Nov 2015,2010-11-02,Return to Owner,Dog,Spayed Female,1826,Chihuahua Shorthair Mix,Brown/White,5,365.0,Fixed
A801394,Angel,2019-08-04 17:57:00,Aug 2019,2019-05-03,Adoption,Cat,Spayed Female,93,Siamese Mix,Tortie Point,3,30.0,Fixed
A819041,Joi,2020-10-15 17:07:00,Oct 2020,2012-06-20,Adoption,Dog,Neutered Male,3039,Dalmatian Mix,White/Black,8,365.0,Fixed
A735758,*Potter,2016-10-03 17:30:00,Oct 2016,2016-01-28,Adoption,Dog,Neutered Male,249,Anatol Shepherd Mix,Fawn/Black,8,30.0,Fixed
A839009,Kit 'Nightrider' Broodmoor,2021-09-02 14:57:00,Sep 2021,2021-05-25,Adoption,Cat,Spayed Female,100,Domestic Shorthair,Brown Tabby,3,30.0,Fixed
A696970,Rowdy,2015-12-21 12:35:00,Dec 2015,2014-02-15,Adoption,Dog,Neutered Male,674,Chihuahua Shorthair Mix,Tan/Black,1,365.0,Fixed
A738031,*Oscar,2016-11-10 15:58:00,Nov 2016,2002-11-10,Return to Owner,Dog,Intact Male,5114,Shih Tzu,White/Black,14,365.0,Intact
A809745,Fifi,2019-12-04 12:34:00,Dec 2019,2018-11-30,Transfer,Dog,Intact Female,369,Shih Tzu,Black/White,1,365.0,Intact
A720844,Ale,2016-04-25 17:50:00,Apr 2016,2011-02-16,Transfer,Dog,Neutered Male,1895,Australian Cattle Dog,White,5,365.0,Fixed
A818682,*Dover,2020-06-21 11:25:00,Jun 2020,2020-01-05,Adoption,Dog,Neutered Male,168,German Shepherd,Tan/Black,5,30.0,Fixed
A834974,*Muffy,2021-05-25 15:28:00,May 2021,2021-04-28,Transfer,Cat,Intact Female,27,Domestic Shorthair,Black/White,3,7.0,Intact
A795805,Peluchin,2019-05-26 00:00:00,May 2019,2018-05-26,Transfer,Dog,Intact Male,365,Lhasa Apso Mix,Tan,1,365.0,Intact
A671860,Bison,2019-10-01 16:02:00,Oct 2019,2013-08-31,Rto-Adopt,Dog,Neutered Male,2222,Chinese Sharpei Mix,Brown,6,365.0,Fixed
A734778,Negra,2017-03-03 19:24:00,Mar 2017,2001-12-25,Return to Owner,Dog,Spayed Female,5547,Pit Bull Mix,Black/Tan,15,365.0,Fixed
A700530,Olive,2015-04-22 16:58:00,Apr 2015,2015-01-24,Adoption,Dog,Spayed Female,88,Manchester Terrier/Pembroke Welsh Corgi,Black,2,30.0,Fixed
A764721,Xena,2018-01-20 12:55:00,Jan 2018,2016-01-05,Adoption,Dog,Spayed Female,746,American Pit Bull Terrier Mix,Tan/White,2,365.0,Fixed
A449967,Swiffer,2014-01-09 17:02:00,Jan 2014,2005-06-01,Transfer,Cat,Neutered Male,3144,Siamese Mix,Chocolate Point,8,365.0,Fixed
A736619,*Charmaine,2016-11-25 14:07:00,Nov 2016,2016-04-14,Adoption,Cat,Spayed Female,225,Domestic Shorthair Mix,Black/White,7,30.0,Fixed
A724359,*Hercules,2016-04-22 18:55:00,Apr 2016,2015-12-16,Adoption,Dog,Neutered Male,128,Feist/Beagle,Black/Brown,4,30.0,Fixed
A834046,*Eeny,2021-07-06 16:23:00,Jul 2021,2021-04-07,Adoption,Cat,Neutered Male,90,Domestic Shorthair,Black,2,30.0,Fixed
A692391,Buddy,2014-11-29 17:11:00,Nov 2014,2008-11-19,Transfer,Dog,Neutered Male,2201,Cocker Spaniel,Black/White,6,365.0,Fixed
A696718,Myrtle,2015-02-19 17:48:00,Feb 2015,2013-09-10,Adoption,Dog,Spayed Female,527,Pit Bull Mix,Tan,1,365.0,Fixed
A804381,Penelope,2021-05-16 14:29:00,May 2021,2017-09-14,Return to Owner,Dog,Spayed Female,1340,Samoyed Mix,White,3,365.0,Fixed
A766911,Manchas,2018-09-28 15:25:00,Sep 2018,2015-03-11,Transfer,Dog,Neutered Male,1297,German Shorthair Pointer/Border Collie,White/Black,3,365.0,Fixed
A774825,*Annette,2018-08-07 06:34:00,Aug 2018,2018-05-16,Adoption,Cat,Spayed Female,83,Domestic Shorthair Mix,Blue Tabby,2,30.0,Fixed
A722235,Meridian,2016-05-09 00:00:00,May 2016,2012-03-13,Transfer,Dog,Neutered Male,1518,German Shepherd/Chow Chow,Sable,4,365.0,Fixed
A757134,Patch,2017-09-05 18:15:00,Sep 2017,2016-09-30,Adoption,Dog,Neutered Male,340,Pointer Mix,White/Black,11,30.0,Fixed
A812608,Negrita,2020-01-27 17:47:00,Jan 2020,2019-01-25,Adoption,Dog,Spayed Female,367,Chihuahua Shorthair,Black,1,365.0,Fixed
A721612,*Gretchen,2016-03-10 15:14:00,Mar 2016,2009-03-05,Transfer,Dog,Spayed Female,2562,Cairn Terrier Mix,Tan,7,365.0,Fixed
A759082,*Rose,2017-09-27 18:43:00,Sep 2017,2017-01-26,Return to Owner,Dog,Intact Female,244,Great Pyrenees Mix,White,8,30.0,Intact
A712791,Tarzan,2018-06-02 16:47:00,Jun 2018,2014-09-28,Return to Owner,Dog,Neutered Male,1343,German Shepherd Mix,Tan/Black,3,365.0,Fixed
A664783,*Leland,2013-10-20 15:36:00,Oct 2013,2013-04-09,Transfer,Dog,Neutered Male,194,Labrador Retriever/Black/Tan Hound,Fawn,6,30.0,Fixed
A728759,*Molly,2016-08-30 08:41:00,Aug 2016,2016-05-08,Adoption,Cat,Spayed Female,114,Domestic Shorthair Mix,Tortie,3,30.0,Fixed
A701125,*Emma,2015-05-23 14:38:00,May 2015,2015-03-09,Adoption,Cat,Spayed Female,75,Domestic Shorthair Mix,Brown Tabby/White,2,30.0,Fixed
A682138,Frannie,2014-06-26 11:07:00,Jun 2014,2011-06-24,Return to Owner,Dog,Spayed Female,1098,Chihuahua Shorthair Mix,Black/White,3,365.0,Fixed
A711582,Angelina,2015-12-24 14:51:00,Dec 2015,2014-09-09,Adoption,Dog,Spayed Female,471,Pit Bull Mix,Black/White,1,365.0,Fixed
A790155,Chico,2019-08-05 11:19:00,Aug 2019,2017-12-05,Return to Owner,Dog,Intact Male,608,Australian Cattle Dog Mix,Black/White,1,365.0,Intact
A717102,*Rufus,2019-02-21 13:15:00,Feb 2019,2013-12-02,Return to Owner,Dog,Neutered Male,1907,Pit Bull Mix,Blue/White,5,365.0,Fixed
A800895,Easter,2019-07-31 14:59:00,Jul 2019,2018-12-28,Adoption,Dog,Neutered Male,215,Siberian Husky/Border Collie,White/Tan,7,30.0,Fixed
A751170,*Rainbow,2017-08-16 10:16:00,Aug 2017,2017-05-11,Adoption,Cat,Spayed Female,97,Domestic Longhair Mix,Calico,3,30.0,Fixed
A756507,Rigby,2017-08-24 18:17:00,Aug 2017,2017-03-21,Adoption,Other,Intact Male,156,Rabbit Sh Mix,Blue,5,30.0,Intact
A770338,*Sheldon,2018-10-19 18:47:00,Oct 2018,2017-01-18,Adoption,Dog,Neutered Male,639,Pointer Mix,Black/White,1,365.0,Fixed
A681094,Tink,2014-06-14 13:38:00,Jun 2014,2012-12-12,Return to Owner,Dog,Spayed Female,549,Brittany/Collie Rough,White/Brown,1,365.0,Fixed
A747483,Baby,2017-04-23 15:03:00,Apr 2017,2016-10-20,Adoption,Dog,Spayed Female,185,Catahoula Mix,Black/White,6,30.0,Fixed
A679796,James,2014-05-27 17:16:00,May 2014,1997-05-26,Euthanasia,Cat,Intact Male,6210,Domestic Shorthair Mix,Black,17,365.0,Intact
A795620,Bubbas,2019-08-17 10:14:00,Aug 2019,2017-05-22,Adoption,Dog,Neutered Male,817,Pit Bull,Brown Brindle,2,365.0,Fixed
A717235,*Venture,2015-12-13 17:20:00,Dec 2015,2013-12-04,Adoption,Dog,Neutered Male,739,Chihuahua Shorthair Mix,Buff,2,365.0,Fixed
A825847,*Ellie,2020-11-21 11:51:00,Nov 2020,2018-11-13,Transfer,Dog,Spayed Female,739,Labrador Retriever,Yellow,2,365.0,Fixed
A789119,Max,2019-04-13 12:45:00,Apr 2019,2014-12-17,Adoption,Dog,Intact Male,1578,Catahoula Mix,Red,4,365.0,Intact
A694608,*Millie,2015-01-04 17:27:00,Jan 2015,2014-05-01,Transfer,Dog,Spayed Female,248,Rat Terrier Mix,Tricolor,8,30.0,Fixed
A711532,Oliver Dean,2015-09-29 17:42:00,Sep 2015,2014-09-08,Adoption,Cat,Neutered Male,386,Domestic Shorthair Mix,Brown Tabby/White,1,365.0,Fixed
A676625,*Gavin,2014-05-23 17:20:00,May 2014,2014-03-28,Adoption,Dog,Neutered Male,56,English Pointer Mix,Chocolate/White,1,30.0,Fixed
A732244,Gatlyn,2016-08-05 13:29:00,Aug 2016,2011-08-04,Return to Owner,Dog,Intact Male,1828,Yorkshire Terrier Mix,Black/Tan,5,365.0,Intact
A701556,*Fisk,2015-09-13 17:41:00,Sep 2015,2009-09-07,Transfer,Dog,Neutered Male,2197,Pit Bull Mix,Blue,6,365.0,Fixed
A716527,*Lori,2015-11-27 14:25:00,Nov 2015,2015-01-23,Transfer,Dog,Intact Female,308,Siberian Husky/Australian Cattle Dog,Red/White,10,30.0,Intact
A681380,Freya,2017-05-11 12:23:00,May 2017,2014-04-27,Return to Owner,Cat,Spayed Female,1110,Domestic Shorthair Mix,Blue Tabby,3,365.0,Fixed
A830141,*Picasso,2021-03-13 13:51:00,Mar 2021,2020-05-03,Adoption,Dog,Neutered Male,314,Pointer,White/Brown,10,30.0,Fixed
A750301,Tarzan,2017-06-01 12:49:00,Jun 2017,2017-04-25,Transfer,Cat,Intact Male,37,Domestic Shorthair Mix,Orange Tabby,1,30.0,Intact
A837678,Bella,2021-06-29 10:18:00,Jun 2021,2019-06-26,Died,Dog,Spayed Female,734,Toy Poodle,White,2,365.0,Fixed
A839191,*Firefly,2021-08-02 12:36:00,Aug 2021,2016-07-18,Adoption,Dog,Spayed Female,1841,German Shepherd Mix,Tan/Brown,5,365.0,Fixed
A809774,Rocky,2019-12-11 18:36:00,Dec 2019,2017-12-01,Return to Owner,Dog,Neutered Male,740,Bulldog,White/Brown,2,365.0,Fixed
A677426,*Taco,2014-07-14 19:28:00,Jul 2014,2012-04-25,Adoption,Dog,Neutered Male,810,Chihuahua Shorthair Mix,Tan,2,365.0,Fixed
A677660,Claire,2014-06-01 17:31:00,Jun 2014,2014-03-29,Adoption,Cat,Spayed Female,64,Domestic Shorthair Mix,Calico,2,30.0,Fixed
A772779,Calie,2018-09-11 12:15:00,Sep 2018,2017-12-23,Transfer,Dog,Spayed Female,262,Labrador Retriever Mix,Brown Brindle,8,30.0,Fixed
A825513,*Elodie,2020-12-22 17:34:00,Dec 2020,2019-11-05,Transfer,Cat,Spayed Female,413,Domestic Shorthair Mix,Brown Tabby/White,1,365.0,Fixed
A671538,*Munchkin,2014-02-04 14:10:00,Feb 2014,2013-10-26,Transfer,Dog,Intact Female,101,Plott Hound Mix,Brown Brindle/White,3,30.0,Intact
A832469,*Cosmo,2021-06-15 11:06:00,Jun 2021,2019-04-14,Transfer,Dog,Neutered Male,793,German Wirehaired Pointer/Labrador Retriever,White/Black,2,365.0,Fixed
A673741,Oreo,2014-03-01 18:47:00,Mar 2014,2012-03-01,Return to Owner,Dog,Neutered Male,730,Miniature Schnauzer Mix,Gray,2,365.0,Fixed
A806195,Emma,2019-10-20 19:18:00,Oct 2019,2014-10-07,Adoption,Dog,Spayed Female,1839,Beagle Mix,Tricolor,5,365.0,Fixed
A758463,*Jambalaya,2018-09-03 14:13:00,Sep 2018,2017-01-17,Adoption,Dog,Spayed Female,594,Whippet Mix,Brown/Black,1,365.0,Fixed
A662284,Torque,2014-01-30 18:40:00,Jan 2014,2011-09-01,Return to Owner,Dog,Neutered Male,882,Pit Bull Mix,White/Brown,2,365.0,Fixed
A757416,Aida,2017-09-16 17:52:00,Sep 2017,2015-09-02,Adoption,Dog,Spayed Female,745,American Staffordshire Terrier Mix,Black/White,2,365.0,Fixed
A554462,Mellow,2015-11-17 14:53:00,Nov 2015,2009-02-05,Return to Owner,Dog,Neutered Male,2476,Maltese Mix,White,6,365.0,Fixed
A703229,Cupcake,2015-05-26 16:32:00,May 2015,2014-05-22,Return to Owner,Dog,Spayed Female,369,Pit Bull Mix,Brown Brindle/White,1,365.0,Fixed
A777414,Shinrin-Yoku,2018-08-04 14:25:00,Aug 2018,2018-05-13,Adoption,Cat,Spayed Female,83,Domestic Medium Hair Mix,Black,2,30.0,Fixed
A757031,Sugar Paws,2017-10-05 18:19:00,Oct 2017,2017-03-01,Adoption,Cat,Spayed Female,218,American Curl Shorthair Mix,Tortie,7,30.0,Fixed
A841641,Rosie,2021-09-01 17:23:00,Sep 2021,2021-06-16,Adoption,Dog,Spayed Female,77,Chihuahua Shorthair/Yorkshire Terrier,Black/Tricolor,2,30.0,Fixed
A751760,Hashi,2017-08-08 18:28:00,Aug 2017,2017-03-28,Return to Owner,Dog,Intact Male,133,Pit Bull Mix,Black/White,4,30.0,Intact
A702450,Jamie,2015-05-14 18:30:00,May 2015,2014-05-13,Return to Owner,Dog,Spayed Female,366,Black Mouth Cur Mix,Tan/White,1,365.0,Fixed
A731171,Baja,2016-09-26 00:00:00,Sep 2016,2011-07-17,Transfer,Cat,Spayed Female,1898,Domestic Shorthair Mix,Calico,5,365.0,Fixed
A704959,*Bree,2015-06-30 18:54:00,Jun 2015,2015-04-27,Adoption,Cat,Spayed Female,64,Domestic Longhair Mix,Calico,2,30.0,Fixed
A821676,*Thistle,2020-10-03 08:06:00,Oct 2020,2020-07-24,Adoption,Cat,Spayed Female,71,Domestic Shorthair Mix,Brown Tabby,2,30.0,Fixed
A675573,*Pancho,2014-06-27 18:20:00,Jun 2014,2012-03-29,Transfer,Other,Intact Male,820,Dutch Mix,Blue/White,2,365.0,Intact
A727599,*Clyde,2016-08-31 16:01:00,Aug 2016,2016-05-01,Transfer,Cat,Intact Male,122,Domestic Shorthair Mix,Black,4,30.0,Intact
A762437,*Perdita,2017-12-08 18:45:00,Dec 2017,2017-10-14,Adoption,Dog,Spayed Female,55,Labrador Retriever Mix,Black/White,1,30.0,Fixed
A724286,Obama,2016-04-23 00:00:00,Apr 2016,2013-04-15,Return to Owner,Dog,Intact Male,1104,German Shepherd,Brown/Black,3,365.0,Intact
A714297,Bijou,2019-09-09 18:46:00,Sep 2019,2014-04-21,Adoption,Dog,Spayed Female,1967,Rottweiler/German Shepherd,Black,5,365.0,Fixed
A720159,*Roy,2016-03-13 18:39:00,Mar 2016,2015-11-26,Adoption,Cat,Neutered Male,108,Domestic Shorthair Mix,Black,3,30.0,Fixed
A709091,Nina,2015-08-14 12:33:00,Aug 2015,2014-08-04,Return to Owner,Dog,Intact Female,375,Dachshund Mix,Brown,1,365.0,Intact
A756256,Molly,2017-08-24 17:19:00,Aug 2017,2016-08-16,Adoption,Cat,Spayed Female,373,Domestic Shorthair Mix,Torbie/White,1,365.0,Fixed
A723662,Boomer,2016-04-08 14:28:00,Apr 2016,2012-04-04,Transfer,Cat,Intact Male,1465,Domestic Longhair Mix,Brown Tabby/White,4,365.0,Intact
A738226,Scout,2016-11-22 00:00:00,Nov 2016,2012-11-11,Transfer,Cat,Neutered Male,1472,Domestic Shorthair Mix,Brown Tabby,4,365.0,Fixed
A773380,*Winston,2018-08-20 13:38:00,Aug 2018,2018-05-09,Transfer,Cat,Intact Male,103,Domestic Shorthair Mix,Orange Tabby/White,3,30.0,Intact
A658509,Dolly,2015-01-12 12:37:00,Jan 2015,2013-03-11,Return to Owner,Dog,Spayed Female,672,Australian Shepherd Mix,White/Tan,1,365.0,Fixed
A719635,*Fritzi,2016-01-30 13:57:00,Jan 2016,2009-01-24,Adoption,Dog,Neutered Male,2562,Dachshund Mix,Brown,7,365.0,Fixed
A780914,*Polka-Dot,2018-10-10 12:48:00,Oct 2018,2018-07-30,Adoption,Cat,Neutered Male,72,Domestic Shorthair Mix,White/Black,2,30.0,Fixed
A694008,Felix Jupe,2014-12-19 19:07:00,Dec 2014,2008-12-18,Return to Owner,Dog,Intact Male,2192,Chow Chow/Labrador Retriever,Black,6,365.0,Intact
A683406,*Sammy,2014-10-12 16:45:00,Oct 2014,2014-07-07,Adoption,Cat,Neutered Male,97,Domestic Shorthair Mix,Brown Tabby/White,3,30.0,Fixed
A767265,Aster,2018-02-26 00:00:00,Feb 2018,2017-02-26,Return to Owner,Dog,Intact Female,365,Chihuahua Shorthair Mix,Tan/White,1,365.0,Intact
A841788,Simon,2021-09-26 12:30:00,Sep 2021,2020-03-02,Adoption,Cat,Neutered Male,573,Domestic Shorthair Mix,Brown Tabby,1,365.0,Fixed
A689232,Duqueza,2014-11-30 17:55:00,Nov 2014,2014-09-30,Transfer,Dog,Spayed Female,61,German Shepherd Mix,Tricolor/White,1,30.0,Fixed
A818525,*Dewberry,2020-07-09 10:55:00,Jul 2020,2020-01-03,Transfer,Dog,Intact Female,188,Labrador Retriever,Chocolate/White,6,30.0,Intact
A823001,*Amy,2021-04-02 13:30:00,Apr 2021,2020-08-14,Adoption,Cat,Spayed Female,231,Domestic Shorthair,Torbie/White,7,30.0,Fixed
A739213,Zorro,2019-07-31 11:24:00,Jul 2019,2014-11-29,Return to Owner,Dog,Intact Male,1705,Australian Shepherd Mix,Black/Gray,4,365.0,Intact
A779399,Oliver,2018-09-01 11:15:00,Sep 2018,2013-07-31,Return to Owner,Dog,Intact Male,1858,Yorkshire Terrier Mix,Brown/Black,5,365.0,Intact
A831009,*Blossom,2021-03-26 16:26:00,Mar 2021,2020-03-20,Adoption,Dog,Spayed Female,371,Labrador Retriever/Beagle,Black,1,365.0,Fixed
